"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SERGIO PETECAO";"0018";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202429140018";"100.000,00";"0,00";"0,00";"200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0014";"SÃO JOSÉ DOS CAMPOS - SP";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202440360014";"100.000,00";"0,00";"0,00";"200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"IZA ARRUDA";"0011";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5115 - PROMOCAO DO ACESSO A JUSTICA E DA DEFESA DOS DIREITOS";"20I7 - PROMOCAO DA POLITICA NACIONAL DE JUSTICA";"PROMOCAO DA POLITICA NACIONAL DE JUSTICA - DESPESAS DIVERSAS";"202443960011";"100.000,00";"0,00";"0,00";"200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MIGUEL LOMBARDI";"0005";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"202437300005";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"PASTOR DINIZ";"0012";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444410012";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EUCLYDES PETTERSEN";"0002";"CENTRAL DE MINAS - MG";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202439780002";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PAULAO";"0023";"Nacional";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202429730023";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RUY CARNEIRO";"0020";"PARAÍBA (UF)";"Defesa nacional";"Normatização e fiscalização";"6112 - DEFESA NACIONAL";"21BY - FISCALIZACAO DA NAVEGACAO AQUAVIARIA";"FISCALIZACAO DA NAVEGACAO AQUAVIARIA - DESPESAS DIVERSAS";"202427150020";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ARLINDO CHINAGLIA";"0003";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202431350003";"100.000,00";"0,00";"0,00";"200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALCEU MOREIRA";"0004";"RIO GRANDE DO SUL (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"202428580004";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EROS BIONDINI";"0010";"Nacional";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"202427590010";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PR. MARCO FELICIANO";"0010";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202428120010";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WELLINGTON FAGUNDES";"0008";"Centro-Oeste";"Transporte";"Transporte rodoviário";"3106 - TRANSPORTE RODOVIARIO";"163Q - INTERVENCOES PARA RECUPERACAO E RESTAURACAO DE RODOVIAS FEDERAIS";"INTERVENCOES PARA RECUPERACAO E RESTAURACAO DE RODOVIAS FEDERAIS - DESPESAS DIVERSAS";"202438050008";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAFAYETTE DE ANDRADA";"0003";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"202440290003";"100.000,00";"0,00";"0,00";"107.500,00";"0,00";"92.500,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DELEGADA ADRIANA ACCORSI";"0014";"Nacional";"Trabalho";"Desenvolvimento científico";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20YY - ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA";"ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA - DESPESAS DIVERSAS";"202443420014";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RUBENS OTONI";"0015";"Nacional";"Trabalho";"Desenvolvimento científico";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20YY - ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA";"ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA - DESPESAS DIVERSAS";"202419600015";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ELCIONE BARBALHO";"0002";"PARÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202431880002";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RUY CARNEIRO";"0015";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202427150015";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ANDRE FIGUEIREDO";"0005";"CEARÁ (UF)";"Defesa nacional";"Normatização e fiscalização";"6112 - DEFESA NACIONAL";"21BY - FISCALIZACAO DA NAVEGACAO AQUAVIARIA";"FISCALIZACAO DA NAVEGACAO AQUAVIARIA - DESPESAS DIVERSAS";"202420830005";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO MARINHO";"0012";"RIO GRANDE DO NORTE (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"202442760012";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PR. MARCO FELICIANO";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202428120008";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PAULAO";"0021";"MACEIÓ - AL";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202429730021";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DILCEU SPERAFICO";"0007";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"2303 - PESQUISA E INOVACAO AGROPECUARIA";"20Y6 - PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA";"PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA - DESPESAS DIVERSAS";"202431760007";"100.000,00";"53.034,35";"53.034,35";"55.411,64";"0,00";"38.519,66";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"STEFANO AGUIAR";"0015";"IBITIÚRA DE MINAS - MG";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202429240015";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MURILO GALDINO";"0008";"CAMPINA GRANDE - PB";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202444360008";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROSANA VALLE";"0016";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"2303 - PESQUISA E INOVACAO AGROPECUARIA";"20Y6 - PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA";"PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA - DESPESAS DIVERSAS";"202441710016";"100.000,00";"91.940,65";"78.989,09";"21.010,91";"0,00";"21.010,91";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MAURO BENEVIDES FILHO";"0008";"CEARÁ (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202440460008";"100.000,00";"0,00";"0,00";"200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALENCAR SANTANA";"0019";"Nacional";"Trabalho";"Desenvolvimento científico";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20YY - ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA";"ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA - DESPESAS DIVERSAS";"202439050019";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RAFAEL SIMOES";"0003";"UBERABA - MG";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202444540003";"100.000,00";"95.500,00";"95.500,00";"9.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JANDIRA FEGHALI";"0010";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5135 - JUVENTUDE: DIREITOS, PARTICIPACAO E BEM VIVER";"217Y - GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE";"GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE - DESPESAS DIVERSAS";"202417750010";"100.000,00";"0,00";"0,00";"100.072,50";"0,00";"99.927,50";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LEONARDO MONTEIRO";"0005";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"202414030005";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DAYANY BITTENCOURT";"0007";"CEARÁ (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202443400007";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WELTER";"0018";"PARANÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"202445000018";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0017";"MORADA NOVA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202491620017";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"IZA ARRUDA";"0022";"Nordeste";"Ciência e Tecnologia";"Desenvolvimento tecnológico e engenharia";"2308 - CONSOLIDACAO DO SISTEMA NACIONAL DE CIENCIA, TECNOLOGIAE INOVACAO - SNCTI";"2C67 - PESQUISA E DESENVOLVIMENTO NO CENTRO DE TECNOLOGIAS ESTRATEGICAS DO NORDESTE - CETENE";"PESQUISA E DESENVOLVIMENTO NO CENTRO DE TECNOLOGIAS ESTRATEGICAS DO NORDESTE - CETENE - DESPESAS DIVERSAS";"202443960022";"100.000,00";"13.409,44";"13.409,44";"94.282,53";"0,00";"78.898,59";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ANDRE FERREIRA";"0004";"RECIFE - PE";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202439130004";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LEONARDO MONTEIRO";"0016";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202414030016";"100.000,00";"0,00";"0,00";"199.999,90";"0,00";"0,10";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAFAYETTE DE ANDRADA";"0001";"Nacional";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"202440290001";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MAURO BENEVIDES FILHO";"0004";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"202440460004";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROSANA VALLE";"0018";"Nacional";"Defesa nacional";"Desenvolvimento científico";"6113 - OCEANO, ZONA COSTEIRA E ANTARTICA";"2345 - APOIO LOGISTICO A PESQUISA CIENTIFICA NA ANTARTICA";"APOIO LOGISTICO A PESQUISA CIENTIFICA NA ANTARTICA";"202441710018";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CARLOS VERAS";"0006";"PERNAMBUCO (UF)";"Trabalho";"Fomento ao trabalho";"4006 - ECONOMIA POPULAR E SOLIDARIA SUSTENTAVEIS";"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";"FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";"202439310006";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PR. MARCO FELICIANO";"0013";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202428120013";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOSEILDO RAMOS";"0001";"Nacional";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"202441900001";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FELIPE CARRERAS";"0008";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"202431870008";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LINCOLN PORTELA";"0008";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202435950008";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ARLINDO CHINAGLIA";"0013";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202431350013";"100.000,00";"92.690,00";"92.690,00";"14.620,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARCIO ALVINO";"0009";"POÁ - SP";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202437170009";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
